DRG,ID,Name,Street,City,State,Zip,Region,TotalDischarges,AveragedCoveredCharges,AverageTotalPayments,type,lat,lon
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,11,19270.90909,10442.54545,Inpatient,32.82372,-85.16978
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,22,12620.0,6976.318182,Inpatient,32.82372,-85.16978
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,12,8198.75,5112.916667,Inpatient,32.82372,-85.16978
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,19,18988.94737,12106.78947,Inpatient,32.82372,-85.16978
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,20,11195.35,7586.4,Inpatient,32.82372,-85.16978
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,21,11666.0,7029.952381,Inpatient,32.82372,-85.16978
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,19,9241.631579,5781.473684,Inpatient,32.82372,-85.16978
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,24,6670.416667,4282.291667,Inpatient,32.82372,-85.16978
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,17,10730.70588,8779.764706,Inpatient,32.82372,-85.16978
194 - SIMPLE PNEUMONIA & PLEURISY W CC,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,14,12033.35714,5969.5,Inpatient,32.82372,-85.16978
203 - BRONCHITIS & ASTHMA W/O CC/MCC,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,12,5716.75,3608.0,Inpatient,32.82372,-85.16978
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,18,15098.11111,10508.27778,Inpatient,32.82372,-85.16978
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,12,15041.58333,5934.916667,Inpatient,32.82372,-85.16978
291 - HEART FAILURE & SHOCK W MCC,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,34,21345.76471,9851.588235,Inpatient,32.82372,-85.16978
292 - HEART FAILURE & SHOCK W CC,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,63,8284.31746,6030.460317,Inpatient,32.82372,-85.16978
293 - HEART FAILURE & SHOCK W/O CC/MCC,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,34,7362.058824,3966.970588,Inpatient,32.82372,-85.16978
305 - HYPERTENSION W/O MCC,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,11,6086.454545,3637.363636,Inpatient,32.82372,-85.16978
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,13,8470.153846,4725.769231,Inpatient,32.82372,-85.16978
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,13,6746.538462,3391.538462,Inpatient,32.82372,-85.16978
312 - SYNCOPE & COLLAPSE,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,18,6892.944444,4314.888889,Inpatient,32.82372,-85.16978
313 - CHEST PAIN,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,18,7274.722222,3270.555556,Inpatient,32.82372,-85.16978
378 - G.I. HEMORRHAGE W CC,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,19,8978.894737,6084.894737,Inpatient,32.82372,-85.16978
390 - G.I. OBSTRUCTION W/O CC/MCC,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,14,6548.857143,3782.642857,Inpatient,32.82372,-85.16978
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,14,12402.07143,6785.571429,Inpatient,32.82372,-85.16978
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,43,7309.186047,4259.883721,Inpatient,32.82372,-85.16978
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,11,11265.45455,5911.272727,Inpatient,32.82372,-85.16978
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,29,28382.65517,12364.17241,Inpatient,32.82372,-85.16978
552 - MEDICAL BACK PROBLEMS W/O MCC,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,13,9242.153846,4882.307692,Inpatient,32.82372,-85.16978
638 - DIABETES W CC,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,14,6870.571429,4919.071429,Inpatient,32.82372,-85.16978
"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,33,5805.515152,4112.848485,Inpatient,32.82372,-85.16978
682 - RENAL FAILURE W MCC,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,17,12261.82353,9250.588235,Inpatient,32.82372,-85.16978
683 - RENAL FAILURE W CC,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,16,9020.5625,6094.9375,Inpatient,32.82372,-85.16978
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,30,7638.5,4689.9,Inpatient,32.82372,-85.16978
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,53,20538.58491,12030.28302,Inpatient,32.82372,-85.16978
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,30,10370.9,6667.5,Inpatient,32.82372,-85.16978
948 - SIGNS & SYMPTOMS W/O MCC,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,11,8125.0,3883.636364,Inpatient,32.82372,-85.16978
0078 - Level III Pulmonary Treatment,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,34,516.075,88.01911765,Outpatient,32.82372,-85.16978
0207 - Level III Nerve Injections,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,43,1361.218837,454.4097674,Outpatient,32.82372,-85.16978
"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,51,2693.137255,702.8976471,Outpatient,32.82372,-85.16978
0265 - Level I Diagnostic and Screening Ultrasound,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,108,216.3,56.52564815,Outpatient,32.82372,-85.16978
0267 - Level III Diagnostic and Screening Ultrasound,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,140,587.55,139.84,Outpatient,32.82372,-85.16978
0269 - Level II Echocardiogram Without Contrast,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,150,1084.4046,365.1092667,Outpatient,32.82372,-85.16978
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,229,1789.828384,311.5442358,Outpatient,32.82372,-85.16978
0368 - Level II Pulmonary Tests,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,18,260.9833333,54.5,Outpatient,32.82372,-85.16978
0377 - Level II Cardiac Imaging,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,34,4068.248529,694.56,Outpatient,32.82372,-85.16978
0604 - Level 1 Hospital Clinic Visits,10025,GEORGE H. LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,AL - Birmingham,18,580.3233333,47.86,Outpatient,32.82372,-85.16978
194 - SIMPLE PNEUMONIA & PLEURISY W CC,10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,AL,36323,AL - Dothan,18,8442.555556,6322.5,Inpatient,31.429093,-86.076296
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,AL,36323,AL - Dothan,16,6500.75,4455.0,Inpatient,31.429093,-86.076296
202 - BRONCHITIS & ASTHMA W CC/MCC,10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,AL,36323,AL - Dothan,12,5985.416667,5288.0,Inpatient,31.429093,-86.076296
203 - BRONCHITIS & ASTHMA W/O CC/MCC,10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,AL,36323,AL - Dothan,12,4939.5,3817.0,Inpatient,31.429093,-86.076296
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,AL,36323,AL - Dothan,29,5508.931034,4414.241379,Inpatient,31.429093,-86.076296
603 - CELLULITIS W/O MCC,10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,AL,36323,AL - Dothan,11,4977.272727,5259.0,Inpatient,31.429093,-86.076296
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,AL,36323,AL - Dothan,18,5488.055556,4898.833333,Inpatient,31.429093,-86.076296
0267 - Level III Diagnostic and Screening Ultrasound,10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,AL,36323,AL - Dothan,94,550.893617,128.6114894,Outpatient,31.429093,-86.076296
0269 - Level II Echocardiogram Without Contrast,10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,AL,36323,AL - Dothan,45,817.0,335.9728889,Outpatient,31.429093,-86.076296
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,AL,36323,AL - Dothan,82,1006.243902,288.0257317,Outpatient,31.429093,-86.076296
0368 - Level II Pulmonary Tests,10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,AL,36323,AL - Dothan,41,85.43902439,49.66121951,Outpatient,31.429093,-86.076296
0369 - Level III Pulmonary Tests,10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,AL,36323,AL - Dothan,12,255.8333333,175.68,Outpatient,31.429093,-86.076296
0604 - Level 1 Hospital Clinic Visits,10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,AL,36323,AL - Dothan,519,67.6955684,43.75387283,Outpatient,31.429093,-86.076296
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,51,11977.13725,5834.745098,Inpatient,32.638061,-85.404449
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,28,10701.64286,5218.535714,Inpatient,32.638061,-85.404449
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,34,15519.5,10584.79412,Inpatient,32.638061,-85.404449
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,78,13762.61538,6576.833333,Inpatient,32.638061,-85.404449
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,54,8675.407407,4651.703704,Inpatient,32.638061,-85.404449
069 - TRANSIENT ISCHEMIA,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,31,7370.967742,4295.580645,Inpatient,32.638061,-85.404449
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,25,10775.52,5557.28,Inpatient,32.638061,-85.404449
101 - SEIZURES W/O MCC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,24,9518.916667,4713.041667,Inpatient,32.638061,-85.404449
176 - PULMONARY EMBOLISM W/O MCC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,15,12835.93333,6282.066667,Inpatient,32.638061,-85.404449
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,16,18398.125,11514.625,Inpatient,32.638061,-85.404449
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,14,13003.57143,7650.142857,Inpatient,32.638061,-85.404449
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,56,12863.96429,7316.535714,Inpatient,32.638061,-85.404449
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,68,12562.79412,7180.205882,Inpatient,32.638061,-85.404449
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,56,9220.642857,5636.232143,Inpatient,32.638061,-85.404449
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,60,8136.35,4239.2,Inpatient,32.638061,-85.404449
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,40,14931.125,8213.65,Inpatient,32.638061,-85.404449
194 - SIMPLE PNEUMONIA & PLEURISY W CC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,43,10220.62791,5769.069767,Inpatient,32.638061,-85.404449
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,27,8029.037037,4000.296296,Inpatient,32.638061,-85.404449
202 - BRONCHITIS & ASTHMA W CC/MCC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,26,8932.692308,4801.807692,Inpatient,32.638061,-85.404449
203 - BRONCHITIS & ASTHMA W/O CC/MCC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,17,6930.176471,3641.882353,Inpatient,32.638061,-85.404449
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,15,65345.33333,29752.66667,Inpatient,32.638061,-85.404449
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,14,22254.71429,13643.92857,Inpatient,32.638061,-85.404449
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,32,38432.5,16443.71875,Inpatient,32.638061,-85.404449
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,25,34117.8,15164.6,Inpatient,32.638061,-85.404449
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,29,28558.58621,11345.06897,Inpatient,32.638061,-85.404449
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,15,41985.66667,18276.8,Inpatient,32.638061,-85.404449
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,58,29573.24138,11273.10345,Inpatient,32.638061,-85.404449
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,48,32961.1875,10120.89583,Inpatient,32.638061,-85.404449
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,19,25165.05263,10167.0,Inpatient,32.638061,-85.404449
252 - OTHER VASCULAR PROCEDURES W MCC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,33,28369.12121,16908.06061,Inpatient,32.638061,-85.404449
253 - OTHER VASCULAR PROCEDURES W CC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,35,32264.37143,13929.85714,Inpatient,32.638061,-85.404449
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,49,21799.18367,9101.285714,Inpatient,32.638061,-85.404449
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,36,19253.69444,10237.80556,Inpatient,32.638061,-85.404449
"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,12,11609.83333,4665.583333,Inpatient,32.638061,-85.404449
"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,37,21572.75676,11466.89189,Inpatient,32.638061,-85.404449
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,108,16266.37963,6315.166667,Inpatient,32.638061,-85.404449
291 - HEART FAILURE & SHOCK W MCC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,80,15864.975,8398.875,Inpatient,32.638061,-85.404449
292 - HEART FAILURE & SHOCK W CC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,153,10777.09804,5924.960784,Inpatient,32.638061,-85.404449
293 - HEART FAILURE & SHOCK W/O CC/MCC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,73,7256.287671,3915.780822,Inpatient,32.638061,-85.404449
300 - PERIPHERAL VASCULAR DISORDERS W CC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,25,9782.08,5468.88,Inpatient,32.638061,-85.404449
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,12,7966.25,4247.75,Inpatient,32.638061,-85.404449
303 - ATHEROSCLEROSIS W/O MCC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,12,5241.583333,3332.5,Inpatient,32.638061,-85.404449
305 - HYPERTENSION W/O MCC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,13,8562.692308,3505.230769,Inpatient,32.638061,-85.404449
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,36,14020.30556,6990.305556,Inpatient,32.638061,-85.404449
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,49,8801.918367,4935.571429,Inpatient,32.638061,-85.404449
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,90,6092.144444,3275.6,Inpatient,32.638061,-85.404449
312 - SYNCOPE & COLLAPSE,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,58,7672.37931,4152.534483,Inpatient,32.638061,-85.404449
313 - CHEST PAIN,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,49,6660.367347,3163.428571,Inpatient,32.638061,-85.404449
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,39,16815.97436,10014.58974,Inpatient,32.638061,-85.404449
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,15,7255.466667,5498.333333,Inpatient,32.638061,-85.404449
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,18,52880.72222,27117.33333,Inpatient,32.638061,-85.404449
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,28,25121.17857,14605.92857,Inpatient,32.638061,-85.404449
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,14,9112.071429,7165.071429,Inpatient,32.638061,-85.404449
377 - G.I. HEMORRHAGE W MCC,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,AL - Birmingham,25,14601.76,9540.72,Inpatient,32.638061,-85.404449
